Username	Category	#Followers	#Followees	#Posts
carmen91c	fashion	14197	1406	429
fasffy	fashion	25245	473	1183
_so_serena	fashion	12745	546	928
cityhaley	fashion	1465	686	310
elizabeth_sagan	fashion	90091	5547	364
alexcookiewook	fashion	4495	2031	1186
ciaraslays_	fashion	2330	1158	899
atene_atuko	fashion	2368	797	575
ds_didi	fashion	44453	1993	327
annachristinaschwartz	fashion	204652	441	1203
allieann__	fashion	5013	963	1026
ana.da.rocha	fashion	9994	811	1064
chloebartlett15	fashion	6180	990	385
_lailav	fashion	407460	1163	1326
darinagata	fashion	298763	697	1339
annienguyen	fashion	33534	935	1769
douniaslimani	fashion	614151	186	1415
byattn	fashion	5459	753	760
antheafashion	fashion	60070	2683	1205
beatricevendramin	fashion	890400	552	1654
david.juarez_	fashion	39614	472	297
_linhda	fashion	4893	1116	373
clemenceandanna	fashion	483131	199	391
__leshaaa_	fashion	5074	6471	733
ally_bing	fashion	9727	262	1041
antonia.jade	fashion	22337	993	692
emmawillisofficial	fashion	1238672	321	600
beauti_ful_night_mare	fashion	4267	583	312
agnethetomine	fashion	1766	828	520
annakaderavkova	fashion	231754	118	858
emmajanementeath	fashion	18180	640	4071
aysegulec97	fashion	8620	431	693
abigailsunshine	fashion	15072	696	1351
clarifigueredo	fashion	15940	776	457
deeecupps	fashion	24920	647	961
chloecrowhurstx	fashion	404933	1336	496
a_niino	fashion	3683	586	543
ellyviolet	fashion	51821	500	802
1nonlycash	fashion	1494	910	453
camxdouglas	fashion	10715	942	402
alyssiatsang	fashion	43768	258	606
fiaaandersson	fashion	1270	499	458
amanda_h_jones	fashion	9989	1441	1208
andrayatighe	fashion	6462	663	191
chewbaccasbarbie	fashion	7499	452	264
edithsahlberg	fashion	6843	271	709
dreaminlace	fashion	2699	509	2732
ardenrose	fashion	919914	647	2082
firstmodelsandtalent	fashion	1135	323	289
chaseloreto	fashion	37151	599	659
daniela_pardi	fashion	12851	5463	430
cleomassey	fashion	50593	846	886
fatimasiad	fashion	136916	657	1245
anettesto	fashion	6710	2522	1240
emmywildwoodmusic	fashion	26999	1531	472
ariengabrielle	fashion	3489	914	1134
emhewitt_	fashion	5274	2295	1043
erikak0chweser	fashion	1196	459	498
eelsamansson	fashion	1283	594	639
alrighthey	fashion	23586	141	403
19dreamcatcherz	fashion	1523	1685	2090
fatal.tides	fashion	1919	1004	1277
dontbecommonfashion	fashion	38883	581	405
_elyunior_	fashion	13845	836	1480
coni_piccoli	fashion	634716	444	1412
beyourselfytb	fashion	23891	383	594
caitibee	fashion	4684	1001	1297
chazzdowns	fashion	15671	807	376
ceciliefmikkelsen	fashion	3477	878	719
ellaswansonn	fashion	3454	1008	321
chicsophistic	fashion	160573	7482	1407
danielokas	fashion	16280	923	907
danievans1	fashion	49965	564	541
avielleamor	fashion	52512	1213	1027
_ladycamilla_	fashion	1773	854	561
britneyspear.s	fashion	9369	515	2206
cobbieyates	fashion	8555	3631	2032
emilyeyoung	fashion	1411	449	336
breannewilliamson	fashion	24743	923	498
bostezando_sonrisas	fashion	2525	222	716
azrmila	fashion	10788	990	384
amaldaliz	fashion	15052	794	656
adrienne.hilll	fashion	12543	1011	465
daniellerbevens	fashion	13170	527	790
enriquedouillard	fashion	107934	84	357
arnayr	fashion	59853	714	1113
aminabuddafly	fashion	1793844	684	4435
canseideserrica	fashion	10500	3360	741
abel_roda	fashion	13484	2815	437
adrianhollinger	fashion	30328	719	586
alejandro__calvo	fashion	9963	996	260
carlosgomeu	fashion	21739	3762	333
bella_ricchi	fashion	62559	934	282
amariamorato	fashion	1482	538	1258
abibarrs	fashion	10317	1562	1534
davidsmanor	fashion	16092	1843	1030
cristianocaccamo	fashion	517594	1371	910
bebaworbis	fashion	6398	888	1039
alexamunger	fashion	4611	587	1186
ardenbee	fashion	1843	797	695
emimesch	fashion	1111	472	215
cynlately	fashion	3012	1517	997
evelynlozada	fashion	3635981	1713	2423
anatapajos	fashion	41937	1041	1272
_okkins_	fashion	21122	95	408
emilyjadeeex	fashion	18701	7232	285
domaniquesings	fashion	1490	2747	2358
abbey_ginns	fashion	36063	1115	1393
dreelouisehemingway	fashion	143605	922	2747
blogandthecity	fashion	5643	1848	885
elizabethluiss	fashion	15027	905	492
chaneemusic	fashion	31779	3128	1112
farhana_oberson	fashion	39307	489	678
carli.cirillo	fashion	14001	1974	379
ellatumbless	fashion	2260	2545	426
cammiescott	fashion	444002	795	1362
callaghanbelle	fashion	34088	264	377
editor_access	fashion	43105	411	896
englishlassinla	fashion	22599	2461	880
brooklynnnicoleofficial	fashion	45672	2459	385
basialamy	fashion	1004	777	312
brittenelle	fashion	360592	693	3167
debreczenidora	fashion	56237	437	945
_moni_angel_	fashion	8037	734	1735
alicekings	fashion	4049	496	823
_lady.ruby_	fashion	2731	2001	812
amanda_nicole0603	fashion	2032	5633	288
anthonin	fashion	419364	265	615
acaciaevans	fashion	12482	998	794
erikaarff	fashion	4680	1150	299
cocobaudelle	fashion	74380	1000	338
davidisherenow	fashion	212838	1073	467
carowozniacki	fashion	1365826	201	983
dariomonfort	fashion	106295	1507	958
camilaolf	fashion	7082	2301	337
dylanjordan	fashion	929041	199	1004
danielleecastro	fashion	21824	6366	850
dom_mcghee	fashion	3562	6734	1958
ethereal_red	fashion	34996	549	581
and_god_created_elvis	fashion	7407	1671	923
elly.mayday	fashion	87647	1200	2146
christinartnd	fashion	7607	369	4134
esh_wari	fashion	100972	1120	2332
anfori19	fashion	7434	698	580
angelicamasseraofficial	fashion	161791	98	752
emilyjayneellis	fashion	8012	697	487
amandapereira	fashion	234937	3010	1641
charlie_vandenberg	fashion	31151	3249	244
devdominguez	fashion	7184	1594	351
barbspatino	fashion	1070	694	444
charlottemoon_	fashion	142885	554	960
bon.ng	fashion	16738	76	1062
ama.valle	fashion	12960	1987	574
0720_b	fashion	31521	2202	601
amara_murillo	fashion	1336	1272	493
denahuys	fashion	9562	1371	1297
emmmabooks	fashion	67457	1252	2804
eellalarsson	fashion	3670	484	419
cara.mel95	fashion	12258	564	321
enndreya	fashion	17539	551	431
bestsoylatte	fashion	1665	3465	3530
ellennrosee	fashion	3803	791	619
carmendiprima	fashion	38681	7340	295
andreinaduven	fashion	12100	612	924
annetheresebengtsson	fashion	16882	1631	872
dwalla10	fashion	8584	977	392
claire_hiller	fashion	20834	1418	1347
bryannawoo	fashion	10773	2920	298
852sophie	fashion	1029	320	854
anameliapolanco	fashion	9404	258	608
elizabeth_monte	fashion	4108	5386	316
afizyassin	fashion	1040	706	521
dominikisek	fashion	19913	164	517
cicchigram	fashion	22813	1728	853
cateciabi	fashion	13072	248	596
cateyesandcandy	fashion	13580	3788	483
authorcarolinegeorge	fashion	14344	3642	343
amandapaigewilliams	fashion	36540	3086	494
dankipnis	fashion	21467	272	620
findnicolehere	fashion	30029	1104	1092
alionawithlove	fashion	37129	1799	1130
annabirgersson	fashion	5230	987	1364
crohnicallyblonde	fashion	2934	2327	1600
boopsy429	fashion	94170	4851	3285
barry_conrad	fashion	31096	714	3220
amandajewelfloraldesign	fashion	14977	1818	787
bethanialocke	fashion	6013	518	302
cdarin100	fashion	10523	1656	436
federica_califano	fashion	33958	1178	1307
bran.wolf	fashion	647801	615	757
alvahemer	fashion	4219	360	295
britniekaplan	fashion	9210	409	887
cecicalvog	fashion	1498	642	768
eneabarozzi_	fashion	83629	1651	755
carolinakopelioff	fashion	3278706	556	770
cheriestylery	fashion	1880	444	518
danceallygordon	fashion	12023	1645	734
_maylen__	fashion	1890	941	393
carolinecumrik	fashion	64993	372	769
am.konstantina	fashion	41204	206	384
caramonte	fashion	2163	1663	1420
danieleoscarspada	fashion	92957	3382	402
courtneyannstudio	fashion	4667	834	1173
amaliehoelgaard	fashion	21939	351	718
emyruo	fashion	39630	4777	623
eleventhbeauty	fashion	2750	1270	505
dj_gigola	fashion	8886	795	339
alessandragiunta	fashion	22945	2340	692
agnesgrundahl	fashion	12521	453	345
alanna_massey	fashion	10380	1689	624
aasian	fashion	57377	496	1162
carolinetorti	fashion	12890	1636	878
fefepicci	fashion	27289	7346	306
champagnehasbubbles	fashion	38947	820	462
corinnakopf	fashion	1223185	145	546
chousner	fashion	6724	822	392
crisshex88	fashion	20145	184	249
deliacreates	fashion	13671	884	2027
_fedesavi	fashion	24120	6850	404
aylasydney	fashion	17038	3421	2213
as_tii	fashion	2317	350	292
andiethues	fashion	48972	3856	1458
doctor.yazan	fashion	139834	1154	731
crownsbyceleste	fashion	8398	2313	2760
blissfullyblossomingbeauty	fashion	3040	2471	395
cinnamonviolin	fashion	1618	1033	376
christenpress	fashion	526164	200	1129
catwalsen	fashion	12437	1024	901
alanapaolucci	fashion	70290	1009	463
andy_samuels	fashion	317395	815	1184
aimeekriskros	fashion	16463	1446	541
aya_kakuchan	fashion	2053	305	634
chelseynicolemodel	fashion	38130	3101	1934
ariellex3	fashion	2401	649	803
dayanalsuarez	fashion	1197	666	352
benjaminfurland	fashion	4967	690	642
damnitcarolj	fashion	15919	2082	2932
eastonblake	fashion	27298	1309	1450
ali_arrington	fashion	5985	1235	1175
darnadude	fashion	230373	1184	885
amyjaine	fashion	14574	578	1900
alexisjelenich	fashion	19520	706	2030
alessandrocalzoni	fashion	24340	2302	402
emiliajmusic	fashion	5138	1355	1655
dawnlgallagher	fashion	19397	7430	853
celinealmlinee	fashion	40476	324	362
emily_michelson	fashion	6429	999	486
aracelystefania	fashion	103535	3150	545
_cm0	fashion	4493	1490	1345
beatrice_smith	fashion	1671	641	412
elyselovemd	fashion	15147	1806	1018
blognatirios	fashion	9072	6986	391
chloesway	fashion	1854	578	2780
anniemariesj	fashion	12095	664	947
charlottesth	fashion	58746	748	1315
ashnichrist	fashion	14945	2196	912
dominikbruntner	fashion	39905	447	834
eugeniatobal	fashion	697443	947	2345
ashllyd	fashion	3153	402	981
_saintvictoria	fashion	7937	564	612
ash44444	fashion	6689	303	521
dawanda_de	fashion	66724	1474	2092
bara_vot	fashion	194860	441	314
alexandradaddario	fashion	9205787	581	1165
erika.quesnel	fashion	5402	1190	361
denjiel	fashion	529950	445	331
elisabrites	fashion	216120	926	978
aliciasilverstone	fashion	757397	65	581
aniciaa_richer_cowell	fashion	31727	275	345
buckbetty	fashion	10012	294	310
flaviamalvim	fashion	1048	550	1183
alessiacusenza	fashion	2222	1584	481
bloggersarahj	fashion	10308	992	1254
bricialopez	fashion	14506	1347	2044
emmacakecup	fashion	1513550	258	514
electricstarlet	fashion	53653	222	315
brittanyinwanderland	fashion	10843	6578	1336
angbeaufeaux	fashion	1153	717	295
charlodussault	fashion	5148	942	579
dirtiehippy	fashion	1287	905	491
babymeia	fashion	304095	195	1332
agrabahmermaid	fashion	2208	2835	1510
dariryn	fashion	25754	581	598
achillesphotography	fashion	1545	712	353
designmom	fashion	56256	798	3011
dianelucille	fashion	1775	1289	595
abanna_yoga_art	fitness	155484	209	477
berethar	fitness	7173	718	1262
_neil_lester	fitness	29182	1813	496
benjamin_birkhold	fitness	100142	115	341
cu_atthegym	fitness	2281	364	548
diegodelatorre_fit	fitness	10441	195	703
aaronhstephenson	fitness	43398	482	290
florianbornschier	fitness	98493	911	724
bradcastleberry	fitness	734730	52	1947
bjrens	fitness	43080	412	523
aerellesadventures	fitness	1466	893	505
angelicaostojic	fitness	3490	1037	433
bodenschatzfitness	fitness	77175	2335	370
carsonclaycalhoun	fitness	127955	471	3880
coachbarbs	fitness	3011	3380	2294
fitbyamandamartin	fitness	1171	654	489
eileendelatorre	fitness	37154	866	1277
alexanderelebro	fitness	23803	378	1530
fitness.tobbe	fitness	23051	525	402
clairerunsthere	fitness	23134	983	848
akessonellen	fitness	15757	945	805
andrennataylor	fitness	29852	337	597
faze_jasper	fitness	60226	444	1105
angfit1	fitness	6879	2325	534
_rossilino_	fitness	197766	2551	651
chavongrace	fitness	2363	536	2095
fitbyfifty.us	fitness	17191	970	538
blackcatyoga	fitness	1035	1786	782
colbymelvin	fitness	462255	4875	2467
fitqueenirene	fitness	536751	1019	3645
anniethorisdottir	fitness	942887	524	1468
elliotfitness	fitness	1169	868	800
adbfit	fitness	22046	2416	895
carew_movement	fitness	21381	1356	860
ellebeau.yoga	fitness	15752	1882	3223
carletonjames	fitness	3182	741	371
curranblevins	fitness	22400	1190	682
alecsmith8	fitness	250561	191	950
derrickdowneyjr	fitness	73839	4132	924
dolcefartanto	fitness	11745	46	336
fitphysioaishwarya	fitness	17992	1016	609
averystamm	fitness	23352	1106	833
annaturkington	fitness	11683	497	390
casa_colibri	fitness	421086	296	5217
ericcommando	fitness	55288	2020	2323
dagmaralometti	fitness	3938	1379	1052
domenico.armento	fitness	64900	811	433
caiocesarrx	fitness	58696	275	697
alexzandrapeters	fitness	281916	976	885
emilymouufit	fitness	24987	2189	737
camleeyoga	fitness	41978	1173	733
achilleasgs	fitness	21844	6443	359
ameliaskyefitness	fitness	352192	6719	282
anllela_sagra	fitness	11097572	120	1826
basebodybabes	fitness	626076	900	1981
fedecunipt	fitness	22276	1814	2604
alexanderson29	fitness	154442	277	658
eglegestautaite	fitness	17496	1756	295
codyondrick	fitness	30054	481	368
beverleycheng	fitness	73655	350	953
fitnessdore	fitness	162785	176	422
bellaruns	fitness	29695	5681	821
aubrymarie	fitness	318812	613	1130
ashleyguarrasi	fitness	87141	857	1246
blackhealthlifestyle	fitness	38401	1875	715
adriano_sosa	fitness	47221	1396	3142
annimarikk	fitness	22049	484	602
farinazlari	fitness	62891	560	2821
briannayoga_	fitness	22633	323	2223
alejandracaraballo	fitness	9556	857	751
alexsilverfagan	fitness	96464	766	1293
camillelolafit	fitness	8772	746	821
aamandaelisabet	fitness	1864	943	362
ems_button	fitness	18327	1408	335
bengin94	fitness	4297	1006	513
arnophotography	fitness	3523	494	1477
corneliselander	fitness	42840	4256	2064
coromega	fitness	11107	3070	300
albanian.fitness	fitness	12099	1284	1088
almn3ee	fitness	2019	217	858
abrittroy	fitness	2759	751	999
chrystalrose	fitness	43428	478	1043
alinka_fit1	fitness	29949	148	680
fit_nuuris	fitness	2106	583	702
coffeeandrainbows	fitness	203315	347	3185
daniellepascente	fitness	29881	545	2771
carahellevang	fitness	37378	7112	1760
angelina.js	fitness	10203	867	543
evayogini	fitness	13007	802	473
dottolck	fitness	137042	795	744
bossybabesofficial	fitness	33940	5795	485
charliefrederick_	fitness	318641	1339	487
faze_censor	fitness	1375506	89	1097
charleeatkins	fitness	24417	425	560
brandonshowersofficial	fitness	2318	870	1189
emilyy_fitness	fitness	28933	1478	943
fit_king_ob	fitness	15899	1174	792
empressdshenna	fitness	3063	876	844
acrosprout	fitness	61352	919	898
cherrae__	fitness	51156	5914	279
emroseedavies	fitness	84292	569	358
anafitfoodie	fitness	8225	846	954
curvycurlychrisy	fitness	587631	564	1162
danieljackthomas	fitness	4676	722	310
dougarmstrong	fitness	38579	312	664
cazrellim	fitness	18073	262	2062
emokemakszim	fitness	9400	2690	487
bosschickportia	fitness	3564	952	855
dearbambi	fitness	404049	2970	1875
fit_latinachick	fitness	42756	6087	438
_isifit	fitness	14017	943	748
caesarpalotta	fitness	4288	3026	282
dominiquebinns	fitness	45521	1469	2264
bridgetriepl	fitness	16591	2703	3296
fitlifelucy	fitness	110528	883	968
danyhypolito	fitness	410025	970	2068
danielle.stead	fitness	3087	1795	636
bewellbyclaire	fitness	3964	1186	399
elizabethjones07	fitness	26423	5017	423
caitlin__oconnor	fitness	477373	2828	579
alexandra.kirchberger	fitness	1422	541	448
analago95	fitness	672750	496	785
alex_fischerr	fitness	8930	1962	379
estellechn_fit	fitness	29540	227	1101
_alexisevans	fitness	1506	1654	1201
_michelleforpresident_	fitness	1408	189	606
carsonhollier	fitness	1324	1079	323
didavila23	fitness	83840	1720	472
aannaamaariee	fitness	32039	3790	1176
coachkrystal_	fitness	436098	1432	576
duhhitsmitch	fitness	20841	1764	513
chiaraseidenaderfitness	fitness	38758	2667	457
brooke.santefort	fitness	6843	1328	494
chillibean	fitness	19379	2181	1062
f1tness_gunsn_tattoos	fitness	9621	2223	868
barbielayo	fitness	37226	2729	2698
avalon.hope	fitness	10308	2469	897
chicandsweaty	fitness	34746	2855	1020
dlondo24	fitness	53970	501	539
charliem015	fitness	662677	264	590
erikaannhammond	fitness	42003	365	618
defywithdena	fitness	131800	463	613
amandakenny87	fitness	11101	1425	1083
adry_bella	fitness	441860	96	1549
bostanley	fitness	64289	524	733
andreanec	fitness	427722	2131	746
eugen.fink	fitness	2371	580	331
amigofit_	fitness	35536	1293	527
em_wizzfit	fitness	69580	666	1440
coachowenroddy	fitness	131312	977	988
annissamunaf	fitness	14152	1884	1564
aidajulia_fitness	fitness	31051	1050	1105
eilishmccolgan	fitness	31383	848	1054
bodiphybyphyllondon	fitness	3659	3708	1271
amanda_bo_	fitness	143142	2887	694
danibolinalife	fitness	3756	196	1241
avalonnadfalusi	fitness	19203	328	396
devinphysique	fitness	1737411	85	2102
deefitz05	fitness	8592	869	550
emeraldgordonwulf	fitness	175853	1311	2014
dianawandall	fitness	12894	1941	272
1ticket2paradice_	fitness	183264	988	464
cherixxo	fitness	2531	925	743
a_salvisberg	fitness	5265	496	426
carlymanning10	fitness	498278	718	621
c6urtney	fitness	30768	2879	395
eakinwale	fitness	110214	119	2481
fabiandoerig	fitness	43640	662	1098
dieserkingphil	fitness	2691	350	463
danceloverun	fitness	4778	942	389
aanniethomas	fitness	8875	1571	883
_austinengland	fitness	7514	2199	751
abigailbrockman	fitness	50257	1764	745
arsenal_democracy	fitness	25040	104	670
_jackfowler_	fitness	1169780	1148	282
_shawnagordon_	fitness	28632	507	386
flecksoflex	fitness	10030	4528	1094
adrianojauvel	fitness	60879	726	948
annaherrin	fitness	188065	596	2442
brit.ness	fitness	8382	1694	935
christophgun	fitness	22120	2472	1796
christinaricucci	fitness	115305	3297	934
calummcswiggan	fitness	42541	209	956
eibrunocorrea	fitness	1688505	74	605
christophleitnerofficial	fitness	63580	768	294
_ashtonlocklear	fitness	213528	222	540
axilliacosplay	fitness	5893	1581	790
carlpaoli	fitness	70396	760	3097
emileennisjr	fitness	28220	617	733
emmalovewell	fitness	32830	750	1330
aimeemassie	fitness	43447	1593	1106
edelmirzojeva	fitness	8820	1743	1011
amy.bales	fitness	1620	932	446
claudias_movement	fitness	20006	1818	768
ericradford85	fitness	49774	574	362
angie_abdul	fitness	222899	746	477
angeliquemiles	fitness	35946	2891	1879
bskyfitness	fitness	65798	228	8849
cococurve	fitness	49202	1865	9600
courtneyy_riiggs	fitness	100004	2330	2430
ashleemajormoss	fitness	4977	640	343
alxndrhamilton	fitness	1397	1546	699
briangregan89	fitness	2602	686	608
biggalyoga	fitness	155211	691	1148
bollicinerosa	fitness	64156	542	1218
courtz_hancock	fitness	19986	1010	634
charwards	fitness	4636	1403	1334
courtneyfrerichs	fitness	35076	784	632
12hbrannon	fitness	68619	1594	663
biagioaffabile	fitness	19934	783	635
bigeyesbiggaglasses	fitness	11119	1537	2063
eleonorasargenti	fitness	17390	5995	487
alizelim	fitness	68694	343	1012
darylannwhite	fitness	2172	1858	847
alwaystri	fitness	12704	1053	538
boyintheblkhat	fitness	27896	698	833
dr.nickc	fitness	51617	677	318
brunoguedes	fitness	1231543	850	1106
cait_giacino	fitness	1754	1001	2445
ashleighmareeross	fitness	470186	431	998
charlene.fielding	fitness	13004	795	670
beckyknightx	fitness	1007	764	986
akkcess	fitness	25178	683	520
adelicia410	fitness	4254	3020	1413
bkuss89	fitness	2425	348	881
easyfamilyrecipes	food	37985	338	755
asassyspoon	food	14737	930	621
culinaryhill	food	37241	796	1891
dradevsfood	food	88655	119	635
cookwithmanali	food	9219	442	1021
_delighted	food	30755	267	311
busybakerblog	food	8045	755	594
eatdrinkdc	food	24043	969	397
cookingwithmissfiora	food	5751	2005	289
21andhungry	food	2716	1004	403
carmyshungry	food	20924	748	264
comerypunto	food	7466	259	539
denverfoodscene	food	59019	7192	654
chicagofooddork	food	19144	291	1012
bearnecessities___	food	7250	1182	244
alidaryder	food	11097	870	1586
becausefoodislove	food	10907	4543	297
ciaochowbambina	food	4136	912	640
celebratingsweets	food	3237	1066	596
cookingoncall	food	11707	454	508
breakfastxgreens	food	4462	733	1187
chef_seabones	food	22878	383	347
delightfulmomfood	food	3560	1624	647
deliciouseveryday	food	8010	1188	1138
chieko_nozaki	food	10740	398	1188
cherry_timato	food	10296	259	448
b.eat.root	food	7102	935	339
_ladyeatsalot_	food	20831	1504	422
eatdrinknrepeat	food	22346	301	366
certifiedpastryaficionado	food	1568	652	318
aflavorjournal	food	9368	1916	723
boozyburbs	food	17691	1516	902
bite_with_me	food	5520	970	465
bitesofvancouver	food	21840	674	1716
eatmelbs	food	27170	783	653
afrovitalityeats	food	16201	788	562
eastsidefoodie	food	2088	1125	274
evieneedstoeat	food	12708	3095	310
bake.eat.repeat	food	1382	179	423
dennispang	food	12222	3263	2205
dietitiandebbie	food	12059	982	972
confessionsofalittlepiggy	food	20880	715	1857
feedthebean	food	15055	2935	406
deliciouslysprinkled	food	30591	693	604
alfrescochicken	food	7007	1998	737
eatwitheric	food	5699	1002	330
bitesofthebest	food	79277	1053	1122
eatingupmanchester	food	13647	97	551
exploretheyummies	food	2732	593	777
bestfoodaustin	food	73422	3015	2226
brbcookingdinner	food	10473	973	1176
ctnoms	food	2590	348	497
_brokeandhungry	food	16529	1151	261
cooking_chic	food	9271	720	591
district_dining	food	14727	1965	587
brighteyedbaker	food	4591	939	972
chefbillyparisi	food	21777	1190	644
chewwwie	food	2181	345	487
bigflavors	food	4254	5455	4285
addict_healthylife	food	14291	452	529
cleansweetlife	food	1933	864	316
centslessmeals	food	1778	1471	276
bakinyoucrazy	food	105364	129	741
encuisinesimone	food	22308	2175	377
denver_eats	food	37582	3571	481
checkoutmyfoodie	food	5688	349	727
eatsofclt	food	31818	842	385
blissfulbasil	food	33029	624	915
aysegul.sanford	food	18103	499	998
figgindelicious	food	14021	470	508
afarmgirlskitchen	food	4858	1760	1043
eatlively	food	8208	614	327
carolynscooking	food	22704	1181	947
evaaah	food	12084	361	1512
alyssa_therecipecritic	food	106080	509	1421
eatnashville	food	48141	674	659
flybyeats	food	4848	4100	429
flourcoveredapron	food	10027	617	526
aniasvibrantkitchen	food	11541	881	884
asimplepantry	food	76551	2184	1232
cookingwithjanica	food	3210	435	306
aubrey_realhousemoms	food	55511	844	1165
cook.vegetarian	food	95083	207	442
cassywallfood	food	14308	7146	815
bayarea.foodies	food	95982	1750	363
cinnaminimuffin	food	29557	315	758
domestic_gothess	food	4554	1575	619
amy.sheree	food	5394	951	786
chezlarae	food	8173	520	972
beyondsweetandsavory	food	24222	263	407
dishin_itout	food	40582	410	814
brownsugarfoodblogger	food	12151	4000	1222
cocoaandsalt	food	13649	480	425
datfoodporn	food	20117	2510	411
deliciouslittlebites	food	13338	1600	603
cook_yourself_slim	food	10509	778	335
_gol.goli_	food	96107	263	997
bowlofdelicious	food	2524	1023	853
adudewithfoodny	food	2555	934	271
dinewithdoni	food	18080	624	898
binkysculinarycarnival	food	6185	5719	287
breakfastinsydney	food	176295	2407	1764
caprilove.tiziana	food	24497	1027	1214
amnichols	food	23957	2133	3032
colorful.haru_tk19	food	11542	231	877
fitnhealthy_	food	42075	646	2039
cinquequartidarancia	food	5159	2813	460
everydayallergenfree	food	7450	4007	666
electricwellness	food	14646	863	1228
chasingthetaste	food	6585	1658	1304
crumbykitchen	food	11986	1284	718
bytesizednutrition	food	3312	651	522
feastbobo	food	35283	625	441
buythiscookthat	food	2374	7426	844
annamariafood	food	35985	3814	518
delishdlites	food	1572	573	361
emilytheweightwatcher	food	12521	889	451
eatoutloseweight	food	34648	5491	497
chattavore	food	1828	2394	957
completelydelicious	food	21123	217	3431
bunsinmyoven	food	21990	2285	2263
broccyourbody	food	68804	935	288
feistyfoodie	food	2210	233	2149
baltimorefoodies	food	5695	287	296
en.ym1021	food	54592	148	469
eaturselfskinny	food	66336	1182	1385
farmgirlsdabble	food	27498	1598	2933
cooking_emily	food	11363	217	664
bitesofmelbourne	food	7589	3991	788
bohemianfoodgasm	food	1365	364	724
agoudalife	food	1227	1097	696
detroitisforfoodies	food	5115	1904	817
blackberrycooks	food	16317	1350	647
aducksoven	food	2651	1367	1207
eatsbyrach_	food	4186	402	275
everyday_eileen	food	4461	2842	292
bad_to_the_bonebroth	food	2043	813	329
addicted2recipe	food	2118	2176	1362
alenafoodphoto	food	118589	527	763
ateaspoonofstyle	food	14469	851	1032
ericaleakastner	food	1369	417	1584
eatingwithcatherine	food	7777	1417	439
briewilly	food	33530	140	532
brunchnut	food	74748	3223	326
alphafoodie	food	660364	175	1359
cteatsout	food	68337	4163	1266
cookandsavor	food	63249	283	1636
an_affair_from_the_heart	food	2026	1573	702
eeatsrealfood	food	1229	459	307
fiori_di_cannella	food	19637	958	2749
cuisineaddict	food	8676	881	1393
fareisle	food	43422	1215	3822
conantojomx	food	35450	7408	1092
consumedbycarlo	food	6344	670	366
chelsealeblancrdn	food	10436	779	716
bostonbrunchguide	food	12401	988	521
edeena.k	food	2729	1009	900
eat.travel.london	food	11302	110	304
criticoamador	food	25826	677	538
ashamorskitchen	food	15028	961	398
eatyourhe.art.out	food	36592	509	605
dadwithapan	food	30498	758	549
davidwma	food	32976	600	1171
byrontalbott	food	106849	110	1191
collegeceliackc	food	6977	2402	3344
alexcellenthealth	food	10884	352	651
cleanlittleplates	food	32400	144	746
downshiftology	food	46551	794	957
bertsbelly	food	50718	3801	1509
ashpazi.shayli	food	98351	107	604
cceefit	food	38849	637	667
enrilemoine	food	13394	2187	2765
eatgoodforlife	food	157385	312	1786
eatwithxjenn3	food	15091	431	670
dineoutdiaries	food	4006	423	312
acozykitchen	food	224505	995	2950
bitesofvncvr	food	6964	710	298
feyginfoto	food	9994	290	324
edgarraw	food	179974	301	828
bowl_me_over	food	1893	1103	446
adrianasbestrecipes	food	6969	3862	2406
cocoebaunilha	food	17557	420	603
crazyvegankitchen	food	33245	4533	412
basicswithbails	food	15978	1570	243
busygirlhealth	food	5049	2424	560
deliziosavirtu	food	30280	660	729
amummytoo	food	29242	1342	1505
bakerbettie	food	5130	1053	745
bakingzen	food	1692	1583	1006
diningdigestchi	food	1362	693	778
cindykerschner	food	2097	1810	1067
estarla	food	19632	1672	3555
anywayani	food	1984	328	289
delicious.table	food	3041	1064	415
fatemehbostaak	food	98285	631	428
danielleomar	food	5635	1342	667
flouronmyface2	food	2582	3367	437
eatzandcookzmsp	food	1881	2709	327
fia_the5footer_	food	1270	447	1447
dumplingsisters	food	8881	325	826
bakergatherer	food	4056	288	820
cookrepublic	food	160908	1435	3797
anothervancityfoodie	food	12535	867	308
flavcity	food	101347	173	1376
elle_talk	food	3649	704	1687
comidatriboa	food	8512	933	1123
bakedbyjoanna	food	3685	3192	2272
denis_isst	food	3457	1098	1423
dishofdailylife	food	3360	2883	522
confit_banane_	food	3575	987	1236
anaundnina	food	27049	2504	1294
akarispmt	food	79168	65	494
cheesesexdeath	food	16027	1096	1858
flavormosaic	food	10832	971	517
dailydishrecipes	food	4074	2827	1210
_teganthevegan	food	3875	196	275
florindalongo_pasteepasticci	food	8002	6510	368
cerikitchen	food	7644	969	1601
chef_sipho	food	7146	514	1111
bitememore	food	11001	2029	545
cleanfooddirtycity	food	118864	1240	1108
alma_creativa	food	25485	1063	2176
edgyveg	food	55649	1055	2416
bitzngiggles	food	3667	442	474
bitemevancouver	food	12014	872	432
alaynaflan	food	27501	685	882
allhailsthekale	food	3128	501	457
brezzacucina	food	3446	1001	582
courtneyssweets	food	45924	1839	1442
alwayshungrychi	food	34902	2800	2054
delectouae	food	2456	90	566
fionadraiocht	food	23855	103	637
ashrod	food	102560	1393	1775
adeenasussman	food	26305	1392	2190
chefjulie_rd	food	3041	1461	761
